ID	ImageURL	WikiURL	CollInfo	DisplayName	Title	Subtitle	TitleSuffix	Nicknames
5039	https://res.starwarsccg.org/cards/Virtual3-Light/large/leslomytacema.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Leslomy+Tacema+%28V%29	V3R007	•Leslomy Tacema (V)	Leslomy Tacema	Leslomy Tacema	(V)	•Leslomy Tacema (V),Light •Leslomy Tacema (V),Light•Leslomy Tacema (V),LS •Leslomy Tacema (V),LS•Leslomy Tacema (V),Leslomy Tacema (V),Light Leslomy Tacema (V),LightLeslomy Tacema (V),LS Leslomy Tacema (V),LSLeslomy Tacema (V),•Leslomy Tacema (V) (V3R007),V3R007,(V3R007)
1507	https://res.starwarsccg.org/cards/ANewHope-Light/large/letthewookieewin.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Let+The+Wookiee+Win	ANHR1053	•Let The Wookiee Win	Let The Wookiee Win	Let The Wookiee Win		•Let The Wookiee Win,Light •Let The Wookiee Win,Light•Let The Wookiee Win,LS •Let The Wookiee Win,LS•Let The Wookiee Win,Let The Wookiee Win,Light Let The Wookiee Win,LightLet The Wookiee Win,LS Let The Wookiee Win,LSLet The Wookiee Win,•Let The Wookiee Win (ANHR1053),ANHR1053,(ANHR1053)
1509	https://res.starwarsccg.org/cards/TheedPalace-Light/large/letsgoleft.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Let%27s+Go+Left	TPR002	•Let's Go Left	Lets Go Left	Lets Go Left		•Let's Go Left,Light •Let's Go Left,Light•Let's Go Left,LS •Let's Go Left,LS•Let's Go Left,Let's Go Left,Light Let's Go Left,LightLet's Go Left,LS Let's Go Left,LSLet's Go Left,•Let’s Go Left,•Let‘s Go Left,Light •Let’s Go Left,Light •Let‘s Go Left,Light•Let’s Go Left,Light•Let‘s Go Left,LS •Let’s Go Left,LS •Let‘s Go Left,LS•Let’s Go Left,LS•Let‘s Go Left,•Let's Go Left (TPR002),TPR002,(TPR002)
1510	https://res.starwarsccg.org/cards/DeathStarII-Light/large/letskeepalittleoptimismhere.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Let%27s+Keep+A+Little+Optimism+Here	DS2C037	•Let's Keep A Little Optimism Here	Lets Keep A Little Optimism Here	Lets Keep A Little Optimism Here		•Let's Keep A Little Optimism Here,Light •Let's Keep A Little Optimism Here,Light•Let's Keep A Little Optimism Here,LS •Let's Keep A Little Optimism Here,LS•Let's Keep A Little Optimism Here,Let's Keep A Little Optimism Here,Light Let's Keep A Little Optimism Here,LightLet's Keep A Little Optimism Here,LS Let's Keep A Little Optimism Here,LSLet's Keep A Little Optimism Here,•Let’s Keep A Little Optimism Here,•Let‘s Keep A Little Optimism Here,Light •Let’s Keep A Little Optimism Here,Light •Let‘s Keep A Little Optimism Here,Light•Let’s Keep A Little Optimism Here,Light•Let‘s Keep A Little Optimism Here,LS •Let’s Keep A Little Optimism Here,LS •Let‘s Keep A Little Optimism Here,LS•Let’s Keep A Little Optimism Here,LS•Let‘s Keep A Little Optimism Here,•Let's Keep A Little Optimism Here (DS2C037),DS2C037,(DS2C037)
1511	https://res.starwarsccg.org/cards/ReflectionsIII-Light/large/letskeepalittleoptimismhere.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Let%27s+Keep+A+Little+Optimism+Here	Ref3PM030	•Let's Keep A Little Optimism Here	Lets Keep A Little Optimism Here	Lets Keep A Little Optimism Here		•Let's Keep A Little Optimism Here,Light •Let's Keep A Little Optimism Here,Light•Let's Keep A Little Optimism Here,LS •Let's Keep A Little Optimism Here,LS•Let's Keep A Little Optimism Here,Let's Keep A Little Optimism Here,Light Let's Keep A Little Optimism Here,LightLet's Keep A Little Optimism Here,LS Let's Keep A Little Optimism Here,LSLet's Keep A Little Optimism Here,•Let’s Keep A Little Optimism Here,•Let‘s Keep A Little Optimism Here,Light •Let’s Keep A Little Optimism Here,Light •Let‘s Keep A Little Optimism Here,Light•Let’s Keep A Little Optimism Here,Light•Let‘s Keep A Little Optimism Here,LS •Let’s Keep A Little Optimism Here,LS •Let‘s Keep A Little Optimism Here,LS•Let’s Keep A Little Optimism Here,LS•Let‘s Keep A Little Optimism Here,•Let's Keep A Little Optimism Here (Ref3PM030),Ref3PM030,(Ref3PM030)
1512	https://res.starwarsccg.org/cards/Dagobah-Light/large/levitation.gif	https://scomp.starwarsccg.org/?s=Levitation	DAGU054	Levitation	Levitation	Levitation		Levitation,Light Levitation,LightLevitation,LS Levitation,LSLevitation,Levitation (DAGU054),DAGU054,(DAGU054)
1516	https://res.starwarsccg.org/cards/Coruscant-Light/large/lianamerian.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Liana+Merian	CORU011	•Liana Merian	Liana Merian	Liana Merian		•Liana Merian,Light •Liana Merian,Light•Liana Merian,LS •Liana Merian,LS•Liana Merian,Liana Merian,Light Liana Merian,LightLiana Merian,LS Liana Merian,LSLiana Merian,•Liana Merian (CORU011),CORU011,(CORU011)
5685	https://res.starwarsccg.org/cards/Virtual11-Light/large/libertine.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Libertine	V11U034	•Libertine (V)	Libertine	Libertine	(V)	•Libertine (V),Light •Libertine (V),Light•Libertine (V),LS •Libertine (V),LS•Libertine (V),Libertine (V),Light Libertine (V),LightLibertine (V),LS Libertine (V),LSLibertine (V),•Libertine (V) (V11U034),V11U034,(V11U034)
1517	https://res.starwarsccg.org/cards/DeathStarII-Light/large/liberty.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Liberty	DS2R076	•Liberty	Liberty	Liberty		•Liberty,Light •Liberty,Light•Liberty,LS •Liberty,LS•Liberty,Liberty,Light Liberty,LightLiberty,LS Liberty,LSLiberty,•Liberty (DS2R076),DS2R076,(DS2R076)
1519	https://res.starwarsccg.org/cards/TheedPalace-Light/large/lieutenantarvenwendik.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Arven+Wendik	TPU015	•Lieutenant Arven Wendik	Lieutenant Arven Wendik	Lieutenant Arven Wendik		•Lieutenant Arven Wendik,Light •Lieutenant Arven Wendik,Light•Lieutenant Arven Wendik,LS •Lieutenant Arven Wendik,LS•Lieutenant Arven Wendik,Lieutenant Arven Wendik,Light Lieutenant Arven Wendik,LightLieutenant Arven Wendik,LS Lieutenant Arven Wendik,LSLieutenant Arven Wendik,•Lieutenant Arven Wendik (TPU015),TPU015,(TPU015)
1520	https://res.starwarsccg.org/cards/DeathStarII-Light/large/lieutenantblount.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Blount	DS2R021	•Lieutenant Blount	Lieutenant Blount	Lieutenant Blount		•Lieutenant Blount,Light •Lieutenant Blount,Light•Lieutenant Blount,LS •Lieutenant Blount,LS•Lieutenant Blount,Lieutenant Blount,Light Lieutenant Blount,LightLieutenant Blount,LS Lieutenant Blount,LSLieutenant Blount,•Lieutenant Blount (DS2R021),DS2R021,(DS2R021)
1523	https://res.starwarsccg.org/cards/TheedPalace-Light/large/lieutenantchamberlyn.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Chamberlyn	TPU016	•Lieutenant Chamberlyn	Lieutenant Chamberlyn	Lieutenant Chamberlyn		•Lieutenant Chamberlyn,Light •Lieutenant Chamberlyn,Light•Lieutenant Chamberlyn,LS •Lieutenant Chamberlyn,LS•Lieutenant Chamberlyn,Lieutenant Chamberlyn,Light Lieutenant Chamberlyn,LightLieutenant Chamberlyn,LS Lieutenant Chamberlyn,LSLieutenant Chamberlyn,•Lieutenant Chamberlyn (TPU016),TPU016,(TPU016)
1526	https://res.starwarsccg.org/cards/Endor-Light/large/lieutenantgreeve.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Greeve	EDRR018	•Lieutenant Greeve	Lieutenant Greeve	Lieutenant Greeve		•Lieutenant Greeve,Light •Lieutenant Greeve,Light•Lieutenant Greeve,LS •Lieutenant Greeve,LS•Lieutenant Greeve,Lieutenant Greeve,Light Lieutenant Greeve,LightLieutenant Greeve,LS Lieutenant Greeve,LSLieutenant Greeve,•Lieutenant Greeve (EDRR018),EDRR018,(EDRR018)
5687	https://res.starwarsccg.org/cards/Virtual9-Light/large/lieutenantkaydelconnix.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Kaydel+Connix	V9C1009	•Lieutenant Kaydel Connix (V)	Lieutenant Kaydel Connix	Lieutenant Kaydel Connix	(V)	•Lieutenant Kaydel Connix (V),Light •Lieutenant Kaydel Connix (V),Light•Lieutenant Kaydel Connix (V),LS •Lieutenant Kaydel Connix (V),LS•Lieutenant Kaydel Connix (V),Lieutenant Kaydel Connix (V),Light Lieutenant Kaydel Connix (V),LightLieutenant Kaydel Connix (V),LS Lieutenant Kaydel Connix (V),LSLieutenant Kaydel Connix (V),•Lieutenant Kaydel Connix (V) (V9C1009),V9C1009,(V9C1009)
1530	https://res.starwarsccg.org/cards/SpecialEdition-Light/large/lieutenantlepira.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Lepira	SEU028	•Lieutenant Lepira	Lieutenant Lepira	Lieutenant Lepira		•Lieutenant Lepira,Light •Lieutenant Lepira,Light•Lieutenant Lepira,LS •Lieutenant Lepira,LS•Lieutenant Lepira,Lieutenant Lepira,Light Lieutenant Lepira,LightLieutenant Lepira,LS Lieutenant Lepira,LSLieutenant Lepira,•Lieutenant Lepira (SEU028),SEU028,(SEU028)
1531	https://res.starwarsccg.org/cards/SpecialEdition-Light/large/lieutenantnaytaan.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Naytaan	SEU029	•Lieutenant Naytaan	Lieutenant Naytaan	Lieutenant Naytaan		•Lieutenant Naytaan,Light •Lieutenant Naytaan,Light•Lieutenant Naytaan,LS •Lieutenant Naytaan,LS•Lieutenant Naytaan,Lieutenant Naytaan,Light Lieutenant Naytaan,LightLieutenant Naytaan,LS Lieutenant Naytaan,LSLieutenant Naytaan,•Lieutenant Naytaan (SEU029),SEU029,(SEU029)
1532	https://res.starwarsccg.org/cards/Endor-Light/large/lieutenantpage.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Page	EDRR019	•Lieutenant Page	Lieutenant Page	Lieutenant Page		•Lieutenant Page,Light •Lieutenant Page,Light•Lieutenant Page,LS •Lieutenant Page,LS•Lieutenant Page,Lieutenant Page,Light Lieutenant Page,LightLieutenant Page,LS Lieutenant Page,LSLieutenant Page,•Lieutenant Page (EDRR019),EDRR019,(EDRR019)
1535	https://res.starwarsccg.org/cards/TheedPalace-Light/large/lieutenantryakirsch.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Rya+Kirsch	TPU017	•Lieutenant Rya Kirsch	Lieutenant Rya Kirsch	Lieutenant Rya Kirsch		•Lieutenant Rya Kirsch,Light •Lieutenant Rya Kirsch,Light•Lieutenant Rya Kirsch,LS •Lieutenant Rya Kirsch,LS•Lieutenant Rya Kirsch,Lieutenant Rya Kirsch,Light Lieutenant Rya Kirsch,LightLieutenant Rya Kirsch,LS Lieutenant Rya Kirsch,LSLieutenant Rya Kirsch,•Lieutenant Rya Kirsch (TPU017),TPU017,(TPU017)
1536	https://res.starwarsccg.org/cards/DeathStarII-Light/large/lieutenantstoovees.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+s%27Too+Vees	DS2U022	•Lieutenant s'Too Vees	Lieutenant sToo Vees	Lieutenant sToo Vees		•Lieutenant s'Too Vees,Light •Lieutenant s'Too Vees,Light•Lieutenant s'Too Vees,LS •Lieutenant s'Too Vees,LS•Lieutenant s'Too Vees,Lieutenant s'Too Vees,Light Lieutenant s'Too Vees,LightLieutenant s'Too Vees,LS Lieutenant s'Too Vees,LSLieutenant s'Too Vees,•Lieutenant s’Too Vees,•Lieutenant s‘Too Vees,Light •Lieutenant s’Too Vees,Light •Lieutenant s‘Too Vees,Light•Lieutenant s’Too Vees,Light•Lieutenant s‘Too Vees,LS •Lieutenant s’Too Vees,LS •Lieutenant s‘Too Vees,LS•Lieutenant s’Too Vees,LS•Lieutenant s‘Too Vees,•Lieutenant s'Too Vees (DS2U022),DS2U022,(DS2U022)
1540	https://res.starwarsccg.org/cards/SpecialEdition-Light/large/lieutenanttarnmison.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Tarn+Mison	SER030	•Lieutenant Tarn Mison	Lieutenant Tarn Mison	Lieutenant Tarn Mison		•Lieutenant Tarn Mison,Light •Lieutenant Tarn Mison,Light•Lieutenant Tarn Mison,LS •Lieutenant Tarn Mison,LS•Lieutenant Tarn Mison,Lieutenant Tarn Mison,Light Lieutenant Tarn Mison,LightLieutenant Tarn Mison,LS Lieutenant Tarn Mison,LSLieutenant Tarn Mison,•Lieutenant Tarn Mison (SER030),SER030,(SER030)
1541	https://res.starwarsccg.org/cards/DeathStarII-Light/large/lieutenanttelsij.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Telsij	DS2U023	•Lieutenant Telsij	Lieutenant Telsij	Lieutenant Telsij		•Lieutenant Telsij,Light •Lieutenant Telsij,Light•Lieutenant Telsij,LS •Lieutenant Telsij,LS•Lieutenant Telsij,Lieutenant Telsij,Light Lieutenant Telsij,LightLieutenant Telsij,LS Lieutenant Telsij,LSLieutenant Telsij,•Lieutenant Telsij (DS2U023),DS2U023,(DS2U023)
1545	https://res.starwarsccg.org/cards/Coruscant-Light/large/lieutenantwilliams.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lieutenant+Williams	CORU012	•Lieutenant Williams	Lieutenant Williams	Lieutenant Williams		•Lieutenant Williams,Light •Lieutenant Williams,Light•Lieutenant Williams,LS •Lieutenant Williams,LS•Lieutenant Williams,Lieutenant Williams,Light Lieutenant Williams,LightLieutenant Williams,LS Lieutenant Williams,LSLieutenant Williams,•Lieutenant Williams (CORU012),CORU012,(CORU012)
1546	https://res.starwarsccg.org/cards/JabbasPalace-Light/large/lifedebt.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Life+Debt	JPR070	•Life Debt	Life Debt	Life Debt		•Life Debt,Light •Life Debt,Light•Life Debt,LS •Life Debt,LS•Life Debt,Life Debt,Light Life Debt,LightLife Debt,LS Life Debt,LSLife Debt,•Life Debt (JPR070),JPR070,(JPR070)
1548	https://res.starwarsccg.org/cards/Premiere-Light/large/lifttube.gif	https://scomp.starwarsccg.org/?s=Lift+Tube	PC2148	Lift Tube	Lift Tube	Lift Tube		Lift Tube,Light Lift Tube,LightLift Tube,LS Lift Tube,LSLift Tube,Lift Tube (PC2148),PC2148,(PC2148)
1549	https://res.starwarsccg.org/cards/CloudCity-Light/large/lifttubeescape.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lift+Tube+Escape	CCC057	•Lift Tube Escape	Lift Tube Escape	Lift Tube Escape		•Lift Tube Escape,Light •Lift Tube Escape,Light•Lift Tube Escape,LS •Lift Tube Escape,LS•Lift Tube Escape,Lift Tube Escape,Light Lift Tube Escape,LightLift Tube Escape,LS Lift Tube Escape,LSLift Tube Escape,•Lift Tube Escape (CCC057),CCC057,(CCC057)
1550	https://res.starwarsccg.org/cards/Dagobah-Light/large/lightmaneuvers.gif	https://scomp.starwarsccg.org/?s=Light+Maneuvers	DAGR055	Light Maneuvers	Light Maneuvers	Light Maneuvers		Light Maneuvers,Light Light Maneuvers,LightLight Maneuvers,LS Light Maneuvers,LSLight Maneuvers,Light Maneuvers (DAGR055),DAGR055,(DAGR055)
5689	https://res.starwarsccg.org/cards/Virtual9-Light/large/lightmaker.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lightmaker	V9R030	•Lightmaker (V)	Lightmaker	Lightmaker	(V)	•Lightmaker (V),Light •Lightmaker (V),Light•Lightmaker (V),LS •Lightmaker (V),LS•Lightmaker (V),Lightmaker (V),Light Lightmaker (V),LightLightmaker (V),LS Lightmaker (V),LSLightmaker (V),•Lightmaker (V) (V9R030),V9R030,(V9R030)
1554	https://res.starwarsccg.org/cards/Premiere-Light/large/lightsaberproficiency.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lightsaber+Proficiency	PR1054	•Lightsaber Proficiency	Lightsaber Proficiency	Lightsaber Proficiency		•Lightsaber Proficiency,Light •Lightsaber Proficiency,Light•Lightsaber Proficiency,LS •Lightsaber Proficiency,LS•Lightsaber Proficiency,Lightsaber Proficiency,Light Lightsaber Proficiency,LightLightsaber Proficiency,LS Lightsaber Proficiency,LSLightsaber Proficiency,•Lightsaber Proficiency (PR1054),PR1054,(PR1054)
5015	https://res.starwarsccg.org/cards/Virtual2-Light/large/likemyfatherbeforeme.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Like+My+Father+Before+Me	V2U005	•Like My Father Before Me (V)	Like My Father Before Me	Like My Father Before Me	(V)	•Like My Father Before Me (V),Light •Like My Father Before Me (V),Light•Like My Father Before Me (V),LS •Like My Father Before Me (V),LS•Like My Father Before Me (V),Like My Father Before Me (V),Light Like My Father Before Me (V),LightLike My Father Before Me (V),LS Like My Father Before Me (V),LSLike My Father Before Me (V),•Like My Father Before Me (V) (V2U005),V2U005,(V2U005)
1556	https://res.starwarsccg.org/cards/Premiere-Light/large/linv8k.gif	https://scomp.starwarsccg.org/?s=LIN-V8K+%28Elleyein-Veeatekay%29	PC1018	LIN-V8K (Elleyein-Veeatekay)	LIN-V8K (Elleyein-Veeatekay)	LIN-V8K (Elleyein-Veeatekay)		LIN-V8K (Elleyein-Veeatekay),Light LIN-V8K (Elleyein-Veeatekay),LightLIN-V8K (Elleyein-Veeatekay),LS LIN-V8K (Elleyein-Veeatekay),LSLIN-V8K (Elleyein-Veeatekay),LIN-V8K (Elleyein-Veeatekay) (PC1018),PC1018,(PC1018)
1562	https://res.starwarsccg.org/cards/CloudCity-Light/large/lobot.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lobot	CCR006	•Lobot	Lobot	Lobot		•Lobot,Light •Lobot,Light•Lobot,LS •Lobot,LS•Lobot,Lobot,Light Lobot,LightLobot,LS Lobot,LSLobot,•Lobot (CCR006),CCR006,(CCR006)
1563	https://res.starwarsccg.org/cards/Virtual0-Light/large/lobot.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lobot+%28V%29	V0R019	•Lobot (V)	Lobot	Lobot	(V)	•Lobot (V),Light •Lobot (V),Light•Lobot (V),LS •Lobot (V),LS•Lobot (V),Lobot (V),Light Lobot (V),LightLobot (V),LS Lobot (V),LSLobot (V),•Lobot (V) (V0R019),V0R019,(V0R019)
1564	https://res.starwarsccg.org/cards/SpecialEdition-Light/large/localdefense.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Local+Defense	SEU094	•Local Defense	Local Defense	Local Defense		•Local Defense,Light •Local Defense,Light•Local Defense,LS •Local Defense,LS•Local Defense,Local Defense,Light Local Defense,LightLocal Defense,LS Local Defense,LSLocal Defense,•Local Defense (SEU094),SEU094,(SEU094)
5691	https://res.starwarsccg.org/cards/SpecialEdition-Light/large/localuprising.gif	https://scomp.starwarsccg.org/?s=Local+Uprising+%2F+Liberation	SER137	 Liberation	 Liberation	 Liberation		Local Uprising ,Light Local Uprising ,LightLocal Uprising ,LS Local Uprising ,LSLocal Uprising ,Local Uprising  (SER137),SER137,(SER137), Liberation,Light  Liberation,Light Liberation,LS  Liberation,LS Liberation, Liberation (SER137),SER137,(SER137)
1571	https://res.starwarsccg.org/cards/Tatooine-Light/large/locirosen.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Loci+Rosen	TATU005	•Loci Rosen	Loci Rosen	Loci Rosen		•Loci Rosen,Light •Loci Rosen,Light•Loci Rosen,LS •Loci Rosen,LS•Loci Rosen,Loci Rosen,Light Loci Rosen,LightLoci Rosen,LS Loci Rosen,LSLoci Rosen,•Loci Rosen (TATU005),TATU005,(TATU005)
1572	https://res.starwarsccg.org/cards/ANewHope-Light/large/logisticaldelay.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Logistical+Delay	ANHU2034	•Logistical Delay	Logistical Delay	Logistical Delay		•Logistical Delay,Light •Logistical Delay,Light•Logistical Delay,LS •Logistical Delay,LS•Logistical Delay,Logistical Delay,Light Logistical Delay,LightLogistical Delay,LS Logistical Delay,LSLogistical Delay,•Logistical Delay (ANHU2034),ANHU2034,(ANHU2034)
1574	https://res.starwarsccg.org/cards/Endor-Light/large/logray.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Logray	EDRR020	•Logray	Logray	Logray		•Logray,Light •Logray,Light•Logray,LS •Logray,LS•Logray,Logray,Light Logray,LightLogray,LS Logray,LSLogray,•Logray (EDRR020),EDRR020,(EDRR020)
1575	https://res.starwarsccg.org/cards/JabbasPalace-Light/large/lojenella.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Loje+Nella	JPR027	•Loje Nella	Loje Nella	Loje Nella		•Loje Nella,Light •Loje Nella,Light•Loje Nella,LS •Loje Nella,LS•Loje Nella,Loje Nella,Light Loje Nella,LightLoje Nella,LS Loje Nella,LSLoje Nella,•Loje Nella (JPR027),JPR027,(JPR027)
5695	https://res.starwarsccg.org/cards/EmpireStrikesBackIntroductoryTwoPlayerGame-Light/large/lonerogue.gif	https://scomp.starwarsccg.org/?s=Lone+Rogue	ESB2PPM002	Lone Rogue	Lone Rogue	Lone Rogue		Lone Rogue,Light Lone Rogue,LightLone Rogue,LS Lone Rogue,LSLone Rogue,Lone Rogue (ESB2PPM002),ESB2PPM002,(ESB2PPM002)
5083	https://res.starwarsccg.org/cards/Virtual4-Light/large/lorsantekka.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lor+San+Tekka	V4C1007	•Lor San Tekka (V)	Lor San Tekka	Lor San Tekka	(V)	•Lor San Tekka (V),Light •Lor San Tekka (V),Light•Lor San Tekka (V),LS •Lor San Tekka (V),LS•Lor San Tekka (V),Lor San Tekka (V),Light Lor San Tekka (V),LightLor San Tekka (V),LS Lor San Tekka (V),LSLor San Tekka (V),•Lor San Tekka (V) (V4C1007),V4C1007,(V4C1007)
1582	https://res.starwarsccg.org/cards/Tatooine-Light/large/losingtrack.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Losing+Track	TATC037	•Losing Track	Losing Track	Losing Track		•Losing Track,Light •Losing Track,Light•Losing Track,LS •Losing Track,LS•Losing Track,Losing Track,Light Losing Track,LightLosing Track,LS Losing Track,LSLosing Track,•Losing Track (TATC037),TATC037,(TATC037)
1584	https://res.starwarsccg.org/cards/Endor-Light/large/lostinthewilderness.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Lost+In+The+Wilderness	EDRR057	•Lost In The Wilderness	Lost In The Wilderness	Lost In The Wilderness		•Lost In The Wilderness,Light •Lost In The Wilderness,Light•Lost In The Wilderness,LS •Lost In The Wilderness,LS•Lost In The Wilderness,Lost In The Wilderness,Light Lost In The Wilderness,LightLost In The Wilderness,LS Lost In The Wilderness,LSLost In The Wilderness,•Lost In The Wilderness (EDRR057),EDRR057,(EDRR057)
1585	https://res.starwarsccg.org/cards/Dagobah-Light/large/lostrelay.gif	https://scomp.starwarsccg.org/?s=Lost+Relay	DAGC056	Lost Relay	Lost Relay	Lost Relay		Lost Relay,Light Lost Relay,LightLost Relay,LS Lost Relay,LSLost Relay,Lost Relay (DAGC056),DAGC056,(DAGC056)
1589	https://res.starwarsccg.org/cards/Hoth-Light/large/luckyshot.gif	https://scomp.starwarsccg.org/?s=Lucky+Shot	HU1045	Lucky Shot	Lucky Shot	Lucky Shot		Lucky Shot,Light Lucky Shot,LightLucky Shot,LS Lucky Shot,LSLucky Shot,Lucky Shot (HU1045),HU1045,(HU1045)
1590	https://res.starwarsccg.org/cards/PremiereIntroductoryTwoPlayerGame-Light/large/luke.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Luke	P2PPM002	•Luke	Luke	Luke		•Luke,Light •Luke,Light•Luke,LS •Luke,LS•Luke,Luke,Light Luke,LightLuke,LS Luke,LSLuke,•Luke (P2PPM002),P2PPM002,(P2PPM002)
1593	https://res.starwarsccg.org/cards/Premiere-Light/large/lukeskywalker.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Luke+Skywalker	PR1019	•Luke Skywalker	Luke Skywalker	Luke Skywalker		•Luke Skywalker,Light •Luke Skywalker,Light•Luke Skywalker,LS •Luke Skywalker,LS•Luke Skywalker,Luke Skywalker,Light Luke Skywalker,LightLuke Skywalker,LS Luke Skywalker,LSLuke Skywalker,•Luke Skywalker (PR1019),PR1019,(PR1019)
1594	https://res.starwarsccg.org/cards/Virtual0-Light/large/lukeskywalker.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Luke+Skywalker+%28V%29	V0R1020	•Luke Skywalker (V)	Luke Skywalker	Luke Skywalker	(V)	•Luke Skywalker (V),Light •Luke Skywalker (V),Light•Luke Skywalker (V),LS •Luke Skywalker (V),LS•Luke Skywalker (V),Luke Skywalker (V),Light Luke Skywalker (V),LightLuke Skywalker (V),LS Luke Skywalker (V),LSLuke Skywalker (V),•Luke Skywalker (V) (V0R1020),V0R1020,(V0R1020)
1595	https://res.starwarsccg.org/cards/DeathStarII-Light/large/lukeskywalkerjediknight.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Luke+Skywalker%2C+Jedi+Knight	DS2UR024	•Luke Skywalker, Jedi Knight	Luke Skywalker, Jedi Knight	 Jedi Knight		•Luke Skywalker, Jedi Knight,Light •Luke Skywalker, Jedi Knight,Light•Luke Skywalker, Jedi Knight,LS •Luke Skywalker, Jedi Knight,LS•Luke Skywalker, Jedi Knight,Luke Skywalker, Jedi Knight,Light Luke Skywalker, Jedi Knight,LightLuke Skywalker, Jedi Knight,LS Luke Skywalker, Jedi Knight,LSLuke Skywalker, Jedi Knight,•Luke Skywalker, Jedi Knight (DS2UR024),DS2UR024,(DS2UR024)
1596	https://res.starwarsccg.org/cards/ReflectionsII-Light/large/lukeskywalkerrebelscout.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Luke+Skywalker%2C+Rebel+Scout	Ref2PM010	•Luke Skywalker, Rebel Scout	Luke Skywalker, Rebel Scout	 Rebel Scout		•Luke Skywalker, Rebel Scout,Light •Luke Skywalker, Rebel Scout,Light•Luke Skywalker, Rebel Scout,LS •Luke Skywalker, Rebel Scout,LS•Luke Skywalker, Rebel Scout,Luke Skywalker, Rebel Scout,Light Luke Skywalker, Rebel Scout,LightLuke Skywalker, Rebel Scout,LS Luke Skywalker, Rebel Scout,LSLuke Skywalker, Rebel Scout,•Luke Skywalker, Rebel Scout (Ref2PM010),Ref2PM010,(Ref2PM010)
1597	https://res.starwarsccg.org/cards/Virtual0-Light/large/lukeskywalkerrebelscout.gif	https://scomp.starwarsccg.org/?s=%E2%80%A2Luke+Skywalker%2C+Rebel+Scout+%28V%29	V0PM021	•Luke Skywalker, Rebel Scout (V)	Luke Skywalker, Rebel Scout	 Rebel Scout	(V)	•Luke Skywalker, Rebel Scout (V),Light •Luke Skywalker, Rebel Scout (V),Light•Luke Skywalker, Rebel Scout (V),LS •Luke Skywalker, Rebel Scout (V),LS•Luke Skywalker, Rebel Scout (V),Luke Skywalker, Rebel Scout (V),Light Luke Skywalker, Rebel Scout (V),LightLuke Skywalker, Rebel Scout (V),LS Luke Skywalker, Rebel Scout (V),LSLuke Skywalker, Rebel Scout (V),•Luke Skywalker, Rebel Scout (V) (V0PM021),V0PM021,(V0PM021)
